"Park_Name","park_name_key","Park_Code","Image_URL","Image_Title","Image_Credit","Image_Alt_Text"
"Kobuk Valley National Park","kobuk valley","KOVA","https://www.nps.gov/common/uploads/structured_data/9B57B97E-9471-A430-A0233761F8133CE6.jpg","The Jade Mountains reflected in the Kobuk River","NPS Photo / Annie Carlson","The Jade Mountains reflected in the Kobuk River"
"Kobuk Valley National Park","kobuk valley","KOVA","https://www.nps.gov/common/uploads/structured_data/3C7A168D-1DD8-B71B-0B5167863DD39B57.jpg","Kobuk Locoweed","NPS Photo","pink flower growing in sand"
"Kobuk Valley National Park","kobuk valley","KOVA","https://www.nps.gov/common/uploads/structured_data/3C7A147D-1DD8-B71B-0BCC5182A7F0918A.jpg","Left Behind","NPS Photo","Caribou bone sitting in the sand"
"Kobuk Valley National Park","kobuk valley","KOVA","https://www.nps.gov/common/uploads/structured_data/3C7A1563-1DD8-B71B-0B76572CC32EBD25.jpg","Lone Rangifer tarandus","NPS Photo","Single caribou with antlers in velvet"
"Kobuk Valley National Park","kobuk valley","KOVA","https://www.nps.gov/common/uploads/structured_data/9B843EAB-BE9D-AF8A-7D23CF259CD9FCB9.jpg","A rainbow over Niaktovik Creek","NPS Photo / Amy Martin (2022 Artist in Residence)","Dark skies shadow the horizon. A rainbow is illuminated above Niaktovik Creek"
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/3C7A9F9E-1DD8-B71B-0B6CEC8EF3F377DA.jpg","Lake Clark","NPS Photo / James Kramer","Photo of blue sky with fluffy white clouds reflect in calm lake with mountains in the background."
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/3C7AA462-1DD8-B71B-0BB13D97381C04B0.jpg","Tanalian Falls","NPS Photo / Karen Smigielski","Waterfall surrounded by forest in fall foiliage and mountains in the background."
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/3C7AA140-1DD8-B71B-0BE3ECC0A8EE0DE5.jpg","Redoubt Volcano","NPS Photo / Paige Spencer","Photo of a stratovolcano flanked with glaciers towering over a river valley."
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/3C7A9D02-1DD8-B71B-0B154E93FCC5D7F9.jpg","Tanaina Glacier","NPS Photo / Chuck Lindsay","photo of large alpine glacier"
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/C521C4DB-C6CB-EB6B-242225CB76BAB42E.jpg","Two cubs playing at Silver Salmon Creek","NPS Photo / Kara Lewandowski","two brown bear cubs playing in the sedges"
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/3C7A9BBB-1DD8-B71B-0BD4675D87449A15.jpg","Boreal Forest","NPS Photo/ J.Mills","Forest of spruce trees blanketed in snow and fog."
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/3C7AA70A-1DD8-B71B-0BCA87C6E2CA136E.jpg","Telaquana Lake","NPS Photo / J.Mills","A colorful sky, an island with spruce trees, and mountains in the background reflect in a calm lake"
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/3C7AA5B4-1DD8-B71B-0BCD819BADB29D2E.jpg","West Glacier Creek","Alaska ShoreZone","Photo of a river delta flowing into tidal flats surrounded by green salt marshes and mountains."
"Lake Clark National Park & Preserve","lake clark and","LACL","https://www.nps.gov/common/uploads/structured_data/3C7AA314-1DD8-B71B-0B5E93E5AD68E6D5.jpg","Richard L. Proenneke National Historic Site","NPS Photo / Kent Miller","Photo of a one story log cabin, cache, forest, and American flag reflecting in a calm, blue lake."
"Lassen Volcanic National Park","lassen volcanic","LAVO","https://www.nps.gov/common/uploads/structured_data/3C873811-1DD8-B71B-0B9C62ED8E12E7B5.jpg","Winter at Manzanita Lake","NPS Photo / Scott Arnaz","A frozen lake below snow-covered trees and peak"
"Lassen Volcanic National Park","lassen volcanic","LAVO","https://www.nps.gov/common/uploads/structured_data/3C8739BB-1DD8-B71B-0B8336A925B1A6C7.jpg","Hat Creek","NPS Photo / Amanda Sweeney","Golden grasses edge a pond reflecting a snow-dusted peak"
"Lassen Volcanic National Park","lassen volcanic","LAVO","https://www.nps.gov/common/uploads/structured_data/3C873B2E-1DD8-B71B-0B28C044BC4B9DC6.jpg","Bumpass Hell","NPS Photo","A boardwalk passes through a colorful, steaming hydrothermal basin."
"Lassen Volcanic National Park","lassen volcanic","LAVO","https://www.nps.gov/common/uploads/structured_data/3C873CC3-1DD8-B71B-0B076FC2806DF140.jpg","Brokeoff Panorama","NPS Photo","Two hikers sit on a mountain top with a view of multiple peaks, dotted with patches of snow"
"Lassen Volcanic National Park","lassen volcanic","LAVO","https://www.nps.gov/common/uploads/structured_data/3C873E3A-1DD8-B71B-0BBD47F2E441D2F7.jpg","Deep Blue","NPS Photo","A volcanic peak rises above a tree-lined, deep blue lake."
"Lassen Volcanic National Park","lassen volcanic","LAVO","https://www.nps.gov/common/uploads/structured_data/3C874252-1DD8-B71B-0B6BC0D39B9A51C2.jpg","A Fisherman's Paradise","NPS Photo","A fisherman casts a line from a boat below a snow-dotted volcanic peak."
"Lassen Volcanic National Park","lassen volcanic","LAVO","https://www.nps.gov/common/uploads/structured_data/3C8743DC-1DD8-B71B-0B1DE16014F1A63F.jpg","Lassen Peak Eruption","NPS Photo / B.F. Loomis","An ash cloud rises above a volcano with an early 19th century vehicle at the forefront."
"Mammoth Cave National Park","mammoth cave","MACA","https://www.nps.gov/common/uploads/structured_data/95EAA431-F26B-66EB-E9E6B108F47F70B0.jpg","Waterfall at Historic Entrance","NPS Photo/ Deb Spillman","A cascade of water pours over a rock ledge. Green foliage is in the background."
"Mammoth Cave National Park","mammoth cave","MACA","https://www.nps.gov/common/uploads/structured_data/947D4300-ECE7-A506-8A6FF2BA4AECCFBB.jpg","Historic Entrance","NPS Photo/ Thomas DiGiovannangelo","A long staircase travels down a slope into the dark cave opening."
"Mammoth Cave National Park","mammoth cave","MACA","https://www.nps.gov/common/uploads/structured_data/94A76787-FA1B-8DC8-71277FDFA5E7CC79.jpg","Cleaveland Avenue","NPS Photo/ Thomas DiGiovannangelo","A long cave passage with an oval shape."
"Mammoth Cave National Park","mammoth cave","MACA","https://www.nps.gov/common/uploads/structured_data/94F61E66-ACE7-ED8C-FC411F6BFDD80490.jpg","Good Spring Baptist Church","NPS Photo/ Thomas DiGiovannangelo","A small white church building with yellow flowers in the foreground."
"Mammoth Cave National Park","mammoth cave","MACA","https://www.nps.gov/common/uploads/structured_data/9472C6B0-DF25-7F27-BA8D162F34D2CB2F.jpg","Heritage Trail","NPS Photo/ Thomas DiGiovannangelo","A wooden boardwalk leads into the forest."
"Mammoth Cave National Park","mammoth cave","MACA","https://www.nps.gov/common/uploads/structured_data/95357AD9-E6A5-DDCF-432D3E3832808431.jpg","Green River Valley","NPS Photo/ Thomas DiGiovannangelo","A view of a river valley with hills covered in trees. A blue sky with white clouds stands above."
"Mammoth Cave National Park","mammoth cave","MACA","https://www.nps.gov/common/uploads/structured_data/958C8BC3-9657-7E73-D0697F507A869B69.jpg","Gothic Avenue","NPS Photo/ Jackie Wheet","A large stacked stone pillar reaches the flat ceiling containing signatures in a cave passage."
"Mesa Verde National Park","mesa verde","MEVE","https://www.nps.gov/common/uploads/structured_data/3C7C0089-1DD8-B71B-0BC397BA671C0616.jpg","Cliff Palace","NPS Photo","Large cliff dwelling in cliff alcove"
"Mesa Verde National Park","mesa verde","MEVE","https://www.nps.gov/common/uploads/structured_data/3C7C0207-1DD8-B71B-0B74281D9C40EAB9.jpg","Step House","NPS Photo","Park visitors visiting a cliff dwelling"
"Mesa Verde National Park","mesa verde","MEVE","https://www.nps.gov/common/uploads/structured_data/3C7C0371-1DD8-B71B-0B50861380661D68.jpg","Balcony House","NPS Photo","A cliff dwelling within a cliff alcove seen from across a canyon"
"Mesa Verde National Park","mesa verde","MEVE","https://www.nps.gov/common/uploads/structured_data/3C7C04EC-1DD8-B71B-0BD94A784A808041.jpg","Square Tower House","NPS Photo","View of cliff dwelling from above a canyon"
"Mesa Verde National Park","mesa verde","MEVE","https://www.nps.gov/common/uploads/structured_data/3C7C0716-1DD8-B71B-0B441C4B55F42D92.jpg","View of Spruce Tree House","NPS Photo","View of cliff dwelling from across canyon"
"Mesa Verde National Park","mesa verde","MEVE","https://www.nps.gov/common/uploads/structured_data/3C7C0874-1DD8-B71B-0B223C1FF22A5351.jpg","Spruce Tree House","NPS Photo","Within a cliff dwelling"
"Mesa Verde National Park","mesa verde","MEVE","https://www.nps.gov/common/uploads/structured_data/843DFA61-1DD8-B71B-0B2CA37EAC5F6718.jpg","Mesa Verde Visitor and Research Center","NPS Photo","Visitor center entrance with sculpture of Ancestral Pueblo climber in front plaza."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/49F34094-B893-7DD6-5AE0F0220724B0EF.jpg","Silver Forest Sunset","JD Hascup Photo","A purple and pink streaked sky over a mountain peak and forested valley."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/3C7CEEF2-1DD8-B71B-0B9F3B666327E5D1.jpg","Climbing Mount Rainier","NPS Photo","Climber on glacier steps downward with icy crags in background."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/3C7C6C47-1DD8-B71B-0BFF9108D08A7FD3.jpg","Giants of the Old-Growth Forest","NPS Photo / Emily Brouwer","Towering cedars and douglas-firs reach skyward while a beam of sun breaks through the canopy."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/3C7C6D8C-1DD8-B71B-0BA69E7F583E25A5.jpg","Marmot in Morning Dew","NPS Photo","A hoary marmot with white frosted fur rests on a rock beside white flowers in a meadow."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/3C7CECB5-1DD8-B71B-0B54548D95910CF4.jpg","Kids Hiking Through Wildflower Meadow","NPS Photo / Steve Redman","Two children hike on trail through wildflower meadow with Mount Rainier above them."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/3C7C68E6-1DD8-B71B-0B42E9A3C7ECA52D.jpg","Mount Rainier at sunset","NPS Photo / Emily Brouwer","Sunset paints the glaciers of Mount Rainier in pink and gold."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/3C7C6EE9-1DD8-B71B-0B62C52C6844CC70.jpg","National Park Inn in Winter","NPS Photo","The historic National Park Inn covered in a foot of snow."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/3C7C6A93-1DD8-B71B-0BA75B16C5FA3690.jpeg","Wildflower Meadow Along the Wonderland Trail","NPS Photo/ K. Loving","Purple lupine and white bistort bloom in a meadow alongside a sign for the Wonderland Trail."
"Mount Rainier National Park","mount rainier","MORA","https://www.nps.gov/common/uploads/structured_data/1FD67031-C1A8-4462-6B815FF24500A576.jpeg","Mount Rainier from Aurora Lake","NPS Photo","A glaciated mountain framed by forested hillsides reflects in a still mountain lake."
"National Park of American Samoa","american samoa","NPSA","https://www.nps.gov/common/uploads/structured_data/3C84F643-1DD8-B71B-0BC6F3EA2E1F58AB.jpg","Back side of Pola Island from Tuafanua Trail","NPS Photo / Michael Larson","Tuafanua Trail"
"National Park of American Samoa","american samoa","NPSA","https://www.nps.gov/common/uploads/structured_data/3C84F785-1DD8-B71B-0B93723B92528909.jpg","Ta'u Island","NPS Photo / Michael Larson","Ta'u Island"
"National Park of American Samoa","american samoa","NPSA","https://www.nps.gov/common/uploads/structured_data/3C84F8DB-1DD8-B71B-0BD434E17818331B.jpg","Ofu Island","NPS Photo / Eymard Bangcoro","Ofu Island"
"National Park of American Samoa","american samoa","NPSA","https://www.nps.gov/common/uploads/structured_data/3C84FA18-1DD8-B71B-0BD1AEF488A50F9F.jpg","King Fisher bird","NPS Photo / Eymard Bangcoro","King Fisher bird"
"New River Gorge National Park & Preserve","new river gorge and","NERI","https://www.nps.gov/common/uploads/structured_data/3C7E8C70-1DD8-B71B-0B00C7B2373E386E.jpg","Sunrise at Diamond Point","Gary Hartley","sun rising over the New River Gorge"
"New River Gorge National Park & Preserve","new river gorge and","NERI","https://www.nps.gov/common/uploads/structured_data/3C7E8DAE-1DD8-B71B-0B9B0DDABB90EA30.jpg","New River Gorge Bridge","Gary Hartley","bridge spanning the river"
"New River Gorge National Park & Preserve","new river gorge and","NERI","https://www.nps.gov/common/uploads/structured_data/3C7E8F1F-1DD8-B71B-0B03B737CD7AE489.jpg","Horseshoe Bend from Grandview","NPS photo/Louise McLaughlin","bend in the river"
"New River Gorge National Park & Preserve","new river gorge and","NERI","https://www.nps.gov/common/uploads/structured_data/3C7E907D-1DD8-B71B-0B502C95583F514E.jpg","Thurmond Depot","NPS photo/Louise McLaughlin","railroad tracks and depot"
"New River Gorge National Park & Preserve","new river gorge and","NERI","https://www.nps.gov/common/uploads/structured_data/3C7E91DA-1DD8-B71B-0B508B9CB06C681E.jpg","Sandstone Falls","NPS photo/Carey Woods","waterfall spanning the river"
"New River Gorge National Park & Preserve","new river gorge and","NERI","https://www.nps.gov/common/uploads/structured_data/3C7E9441-1DD8-B71B-0BED7246643E6693.jpg","Foggy morning","NPS photo/Leah Perkowski-Sisk","fog and mountains"
"New River Gorge National Park & Preserve","new river gorge and","NERI","https://www.nps.gov/common/uploads/structured_data/3C7E95AB-1DD8-B71B-0BB9F0FCDF99420B.jpg","Rhododendron at Turkey Spur","NPS photo/Dave Bieri","pink rhododendron and view of the gorge and river"
"New River Gorge National Park & Preserve","new river gorge and","NERI","https://www.nps.gov/common/uploads/structured_data/3C7E96DD-1DD8-B71B-0B515196575EBFE2.jpg","Waterfall on Dowdy Creek","Gary Hartley","waterfall and stream"
"North Cascades National Park","north cascades","NOCA","https://www.nps.gov/common/uploads/structured_data/3C7A599D-1DD8-B71B-0BBDC12BEC5107B5.jpg","Stehekin - Looking down Lake Chelan","NPS Photo/D.Dixon","boats on the water with mountains and trees surrounding"
"North Cascades National Park","north cascades","NOCA","https://www.nps.gov/common/uploads/structured_data/3C7A5B0D-1DD8-B71B-0B1104A95B7A2026.jpg","Camping on Ross Lake","NPS Photo/D. Dixon","Tents set up in a wooded area."
"North Cascades National Park","north cascades","NOCA","https://www.nps.gov/common/uploads/structured_data/3C7A5CC2-1DD8-B71B-0BC0F615561921EE.jpg","Pelton Basin from Cascade Pass","NPS Photo/D. Dixon","Trees surround the frame with glacier and mountains in the background"
"North Cascades National Park","north cascades","NOCA","https://www.nps.gov/common/uploads/structured_data/3C7A5E46-1DD8-B71B-0B63BF950D3D6FB2.jpg","Backpack the North Cascades","NPS Photo/D. Dixon","Person with backpacking and climbing gear hikes on a trail."
"North Cascades National Park","north cascades","NOCA","https://www.nps.gov/common/uploads/structured_data/3C7A5FF6-1DD8-B71B-0BAAFB88D0A3DC08.jpg","Jagged Mountain Peaks","NPS Photo/T. Baldwin","Jagged mountain peaks give way to glaciers."
"Olympic National Park","olympic","OLYM","https://www.nps.gov/common/uploads/structured_data/3C7B1DB4-1DD8-B71B-0B9DFEFDD398DB71.jpg","Roosevelt Elk","NPS Photo/Jon Preston","A herd of elk crossing a river."
"Olympic National Park","olympic","OLYM","https://www.nps.gov/common/uploads/structured_data/3C7B20CD-1DD8-B71B-0B9ACC145EFE6B99.jpg","Tide Pools of the Olympic Coast","NPS Photo/Bill Baccus","Orange sea stars on a rocky coast."
"Olympic National Park","olympic","OLYM","https://www.nps.gov/common/uploads/structured_data/3C7B1C43-1DD8-B71B-0B40240896925A49.jpg","Mountain Sunset","NPS Photo","Hikers sit and watch the sun set behind snow-capped mountains."
"Olympic National Park","olympic","OLYM","https://www.nps.gov/common/uploads/structured_data/3C7B1F36-1DD8-B71B-0B367264CE3B4EE8.jpg","Hurricane Ridge","NPS Photo/Dave Turner","Fresh snow atop the Olympic Mountains."
"Olympic National Park","olympic","OLYM","https://www.nps.gov/common/uploads/structured_data/3C7B1A8C-1DD8-B71B-0B15D930BD8214F5.jpg","Olympic Forest","NPS Photo","Large trees and ferns"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C7D8213-1DD8-B71B-0BE4A3B9394FD89A.jpg","Petrified Forest National Wilderness Area","NPS Photo","Sunlit Painted Desert hills of the Petrified Forest National Wilderness Area"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C7D83C9-1DD8-B71B-0B294D0F9ABC4B94.jpg","Painted Desert Inn National Historic Landmark","NPS Photo","Sunset lights up the Painted Desert Inn National Historic Landmark west side."
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C7D8582-1DD8-B71B-0BCCD89452609E15.jpg","Agate House","NPS Photo","Sunlight highlights the colorful petrified wood of Agate House"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C85B076-1DD8-B71B-0BE0B8C88713C5B1.jpg","Puerco Pueblo","NPS Photo/Andrew V. Kearns","Masonry wall foundations are all that are left of a hundred room pueblo"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C85B554-1DD8-B71B-0BA79402AD7E7711.jpg","Blue Mesa Trail","NPS Photo","Two visitors walk the Blue Mesa Trail between blue, purple, and grey badlands."
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C85C078-1DD8-B71B-0BD76F126AAEA9B3.jpg","Jasper Forest","NPS Photo/Andrew V. Kearns","many petrified logs lay on the ground and on eroded pedestals of clay"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C85C3CB-1DD8-B71B-0B296F95FC7E1D8C.jpg","Summer Solstice Petroglyph at Puerco Pueblo","NPS Photo","A beam of light touches a petroglyph at Puerco Pueblo on the summer solstice"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C85C4E0-1DD8-B71B-0B7C5271FF8EF1B7.jpg","Mountain Lion Petroglyph","NPS Photo/Stuart Holmes","a petroglyph pecked into sandstone that represents a mountain lion"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C85C6E5-1DD8-B71B-0BC4D0A3D39A6DE2.jpg","Paleontological Excavation","NPS Photo","Researchers dig for fossils in the badlands"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/3C85CBE9-1DD8-B71B-0B8A5549DD3F55D1.jpg","Colorful Piece of Petrified Wood","NPS Photo","yellow and other colors in a piece of brightly colored petrified wood"
"Petrified Forest National Park","petrified forest","PEFO","https://www.nps.gov/common/uploads/structured_data/044BA1B8-1DD8-B71B-0BDCE568A7F4FC60.jpg","Milky Way Over Blue Mesa","NPS/Jacob Holgerson","Dark blue sky filled with stars over banded badland."
"Pinnacles National Park","pinnacles","PINN","https://www.nps.gov/common/uploads/structured_data/3C86A8CB-1DD8-B71B-0BAE8F7141CCBB1B.jpg","Balconies Caves","National Park Service/Oscar Garcia","Boulders in the Balconies Cave."
"Pinnacles National Park","pinnacles","PINN","https://www.nps.gov/common/uploads/structured_data/3C86AAE7-1DD8-B71B-0BA8BC5E5E895E98.jpg","Tree","National Park Service/Oscar Garcia","Light falling on tree"
"Pinnacles National Park","pinnacles","PINN","https://www.nps.gov/common/uploads/structured_data/3C86AE8B-1DD8-B71B-0B3ACEBC064CCC03.jpg","Tarantula","National Park Service/Oscar Garcia","A Tarantula walking"
"Pinnacles National Park","pinnacles","PINN","https://www.nps.gov/common/uploads/structured_data/9CCA8ED3-ABB9-CB69-EF4B32F2ADACEC47.jpeg","High Peaks with Condors Above","NPS Photo/ Katherine Fielding","A massive rock spire with California condors flying above the peak."
"Pinnacles National Park","pinnacles","PINN","https://www.nps.gov/common/uploads/structured_data/38194093-C21D-59D4-B979ECD053B96101.jpg","Oak Woodlands","NPS Photo","Rock formations appear behind a grassy hillside covered with oak trees and purple and yellow flowers"
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CD69DD56-E050-4F4E-DDF622317D38250E.jpg","Fish-eye view of Redwood canopy","NPS Photo / Steve Olson","View from forest floor looking straight up. Ferns as seen close up and redwood trunks meet."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/13FB649C-1DD8-B71B-0B50D0E826025619.jpg","Howland Hill Road","","Redwood trees line a narrow dirt road."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/13C2D9FD-1DD8-B71B-0B3C56643E2A396D.jpg","Tide pooling at Enderts Beach","NPS Photo / John Chao","Two visitors looking at tidepools."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/6B440E44-1DD8-B71B-0B6E95D9C432231F.jpg","Visitors Plan Their Redwood Trip","NPS: John Chao","Five young women read the park map."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/13E30047-1DD8-B71B-0B03D2E0CECCE8AD.jpg","Ranger Program at Klamath River Overlook","NPS Photo / John Chao","Visitors chatting with a ranger above a river mouth."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CCDEEABE-CDBA-3C8D-B3E050B3DE5B0B55.jpg","Visitors on walkway to Lady Bird Johnson Grove","NPS Photo / Steve Olson","Three people stand on a walkway in the trees. It is foggy."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/6B56ACA8-1DD8-B71B-0BB0C6228E534168.jpg","A New Junior Ranger","NPS: John Chao","A ranger helps a father and son learn about being a junior ranger."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/1427B3E7-1DD8-B71B-0BFA87FE718FB3A6.jpg","""Big Tree"" wayside.","NPS Photo / John Chao","Visitors pose with one of the widest Redwood trees."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/6B306966-1DD8-B71B-0B36E955A7B3205F.jpg","Incoming Tide at  Redwood National Park","NPS: John Chao","Rocks, rockpools and waves"
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CD559BD9-FAB5-0FA1-F544AB5BF977C571.jpg","Nurse log on the side of a trail.","NPS Photo / Steven Olson","A tree stump is covered with plants."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CD7FF0D6-954C-5A30-38B0BB3145407CB6.jpg","Trillium Falls","NPS Photo/ Steve Olson","A small waterfall cascades past different trees"
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CD347CAF-9229-5308-DA48F5AC29BE8394.jpg","How Tall is that Redwood?","NPS Photo / Steven Olson","Three adults stand and look curiously toward the tree tops"
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CD447ED8-D2A3-4EE5-DBB86CA142C99433.jpg","Having fun under the redwoods","NPS Photo / Steven Olson","Four adults stand on a trail surrounded by redwood trees"
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CDBF1BA1-E372-7488-7E0597F0045EBC61.jpg","Redwood Ranger in the mist","NPS Photo / John Chao","Fog surrounds tall redwoods on a trail. A park ranger stands in the distance."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/98CCA5A2-D054-91C6-69AFF71998C76236.jpg","Tall Trees Grove from the creek","NPS / Steve Olson","Gray cobbles on the foreground and 300foot redwoods behind."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CDDECBAE-B1F8-0227-E07DBF4CF651F05F.jpg","Footbridge to Lady Bird Johnson Grove","NPS Photo: John Chao","A footbridge with people crosses a road on a foggy day"
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CD9F0B2B-B867-7768-A3BF22B3ADF27D08.jpg","A family walks in Stout Grove","NPS Photo: John Chao","A trail meanders into a  grove of tall trees. A family is seen  at the far end of the trail."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/CDF3B9A6-022B-5854-1CFBF29BF7774026.jpg","Coastline at Redwood National Park","NPS Photo/ John Chao","Waves run-up on a beach, and sea stack rocks are seen in the distance."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/98AB42C2-DA60-0419-1B3E6D4BBFD27027.jpg","Fern Canyon","NPS / Steve Olson","Green ferns cover two natural walls cut by a creek. A calm creek is covered with grey cobbles."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/98E40FEC-B73D-6A30-593481BBD8E895D3.jpg","A Redwood Grove","NPS / Steve Olson","Reddy-brown colored redwoods"
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/99046EB2-C20F-FBC2-C67313E6DEB0E9CB.jpg","Fire scarred giants","NPS / Steve Olson","A circle of redwood trees with black fire scars."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/991565EE-AE36-DD8D-7EB0A0569E084AAF.jpg","Redwoods Resprouting","NPS / Steve Olson","Young redwood sprouts grow off a horizontal redwood log"
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/992C1AD1-DEB3-71E1-8957B1239DE3DD08.jpg","Trillium Falls Trail","NPS / Steve Olson","A trail and bridge crosses a tree-line gully."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/993D8B8C-0344-81FA-1E843595FB16A862.jpg","Surrounded by old-growth redwoods.","NPS / Steve Olson","A visitor stands next to a forest of enormous red and brown colored trees."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/995A228C-0A29-6E21-40A3F8CEB80F0EA4.jpg","Autumn leaves in the redwood parks","NPS / John Chao","Orange and red leaves on maple trees."
"Redwood National and State Parks","redwood","REDW","https://www.nps.gov/common/uploads/structured_data/99760CA4-B715-CE75-C70E9631A2A4DB04.jpg","Enderts Beach","NPS / John Chao","Rugged coastal cliffs drop to blue ocean and waves. Pink flowers in the foreground."
"Rocky Mountain National Park","rocky mountain","ROMO","https://www.nps.gov/common/uploads/structured_data/84D344F9-BB2D-B929-9902E50D96500616.jpg","Rocky Mountain National Park Sign","NPS Photo","Rocky Mountain National Park Sign on a sunny day with clear sky overhead"
"Rocky Mountain National Park","rocky mountain","ROMO","https://www.nps.gov/common/uploads/structured_data/84E3C876-FF13-8444-4234EAD8566CE1D8.jpg","Enjoy scenic views","NPS Photo","Scenic views of Horseshoe Park"
"Rocky Mountain National Park","rocky mountain","ROMO","https://www.nps.gov/common/uploads/structured_data/84F95D97-E058-E8E5-2FCBBCCE1AD83EC2.jpg","Take a Hike","NPS Photo","Hike on a trail with snow and ice"
"Rocky Mountain National Park","rocky mountain","ROMO","https://www.nps.gov/common/uploads/structured_data/8508C870-F18F-A7EF-971BD2D6C86D56E6.jpg","Attend a Ranger-led Program or Activity","NPS Photo","A ranger-led program is happening at Beaver Meadows Visitor Center"
"Roosevelt Campobello International Park","roosevelt campobello international park","ROCA","https://www.nps.gov/common/uploads/structured_data/3C87DAB6-1DD8-B71B-0BEB25E5636E1E5F.jpg","Hubbard Cottage","Parks Canada Photo / Harold Bailey","Hubbard Cottage"
"Roosevelt Campobello International Park","roosevelt campobello international park","ROCA","https://www.nps.gov/common/uploads/structured_data/3C87DC2A-1DD8-B71B-0BEA4151484E01D8.jpg","Liberty Point","Parks Canada Photo / Harold Bailey","Liberty Point"
