ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,11,"13,255",336,"59,646",336,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,12,"8,728",204,"39,275",204,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,1,"28,052",0,"140,262",0,450,0,0,0,243,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,2,"12,733",0,"63,664",0,559,0,0,0,452,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,3,"23,593",0,"117,967",0,388,0,0,0,577,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,4,"41,504",0,"207,519",0,440,0,0,0,525,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,5,"99,974","36,050","499,868","36,050","3,578",0,518,650,"2,280",0,103,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,6,"251,066","114,944","1,255,332","114,944","8,416",0,"3,672","3,510","6,568",0,774,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,7,"428,242","229,866","8,564,840","229,866","10,201",0,"9,765","5,274","13,955",0,49,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,8,"430,922","238,684","8,618,450","238,684","9,838",0,"9,006","4,056","14,036",0,55,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,9,"168,751","102,869","843,756","102,869","5,813",0,"4,673","4,556","6,303",0,4,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,10,"98,921","47,256","494,606","47,256","1,022",0,356,496,387,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,11,"30,232",0,"151,158",0,374,0,0,0,13,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,12,"21,352",0,"106,759",0,443,0,0,0,6,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2025,"1,635,342","769,669",21064181,"769,669","41,522",0,"27,990","18,542","45,345",0,985
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,1,"2,948",0,"5,897",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,2,"6,056",0,"12,112",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,3,"2,480",0,"4,959",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,4,"9,866",0,"19,731",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,5,"2,513",0,"5,026",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,6,695,0,"1,390",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,7,"9,078",0,"18,156",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,8,"1,350",0,"2,701",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,9,"7,104",0,"14,208",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,10,0,0,0,0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,11,252,0,504,0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,12,916,0,"1,832",0,0,0,0,0,0,0,0,National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2025,"43,258",0,86516,0,0,0,0,0,0,0,0
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,1,"41,661","1,625","71,147","1,625",0,0,257,126,158,0,0,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,2,"61,358","1,625","98,836","1,625",0,0,174,104,147,0,0,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,3,"114,670","1,488","185,685","1,488",0,0,353,167,263,0,72,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,4,"61,918","1,488","150,940","1,488",0,0,"1,248",867,"1,050",0,464,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,5,"251,666","1,738","686,028","1,738",0,0,"1,291",898,"1,085",0,280,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,6,"263,425","3,000","748,148","3,000",0,0,"1,938","1,498","1,575",0,588,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,7,"259,769","3,000","789,982","3,000",0,0,"3,746","1,447","2,713",0,879,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,8,"270,105","3,000","786,031","3,000",0,0,"2,641","1,812","2,170",0,300,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,9,"198,638","3,288","582,244","3,288",0,0,"1,947","1,523","1,575",0,308,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,10,"268,526","3,288","467,717","3,288",0,0,"1,427","1,302","1,085",0,244,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,11,"85,212","3,038","163,786","3,038",0,0,870,705,525,0,148,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,12,"81,492","1,625","136,430","1,625",0,0,309,315,263,0,0,New River Gorge NP & PRES,NERI,National Park,Northeast ,WV,2025,"1,958,440","28,203",4866974,"7,049",0,0,"16,201","10,764","12,609",0,"3,283"
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,1,16,0,506,0,0,0,0,0,25,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,2,6,0,110,0,0,0,0,0,6,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,3,10,0,242,0,0,0,0,0,12,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,4,804,0,"7,611",0,0,0,0,0,206,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,5,"1,186",0,"12,064",0,0,0,0,0,369,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,6,"2,404",0,"38,716",0,0,0,0,0,"1,582",0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,7,"16,828",0,"209,720",0,0,0,0,0,"7,219",0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,8,"14,431",0,"196,408",0,0,0,0,0,"7,160",0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,9,"9,475",0,"107,078",0,0,0,0,0,"3,501",0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,10,"1,713",0,"19,278",0,0,0,0,0,646,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,11,49,0,313,0,0,0,0,0,4,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,12,3,0,330,0,0,0,0,0,16,0,0,North Cascades NP,NOCA,National Park,Pacific West ,WA,2025,"46,925",0,592376,0,0,0,0,0,"20,746",0,0
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,1,"99,595","63,457","239,590","63,457","1,016",0,710,902,227,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,2,"115,894","64,362","194,047","64,362","1,136",0,328,521,148,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,3,"132,357","87,373","262,640","87,373","1,558",0,"1,129","1,518",530,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,4,"171,452","106,536","470,808","106,536","2,970",6,"2,831","2,898","1,229",0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,5,"436,911","121,539","1,237,191","121,539","4,223",159,"7,787","6,645","9,398",0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,6,"365,561","123,665","2,068,457","123,665","8,787","1,629","22,515","15,599","20,911",0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,7,"533,701","133,451","3,265,314","133,451","9,040","3,562","28,953","18,272","40,611",0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,8,"565,357","27,611","2,833,357","27,611","18,179","4,551","33,163","16,344","16,063",0,11,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,9,"516,754","92,853","2,644,000","92,853","13,640","1,642","19,436","17,869","24,569",0,25,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,10,"323,073","99,665","1,145,826","99,665","6,959","1,341","3,573","4,473","3,686",0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,11,"217,240","97,927","772,431","97,927","14,899",0,"1,410","1,457",229,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Olympic NP,OLYM,National Park,Pacific West ,WA,2025,12,"106,292","72,719","300,420","72,719","4,085",6,505,786,99,0,0,Olympic NP,OLYM,National Park,Pacific West ,WA,2025,"3,584,187","1,091,158",15434081,"357,666","86,492","12,896","122,340","87,284","117,700",0,36
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,1,"21,962",10,"58,186",10,0,0,0,0,47,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,2,"11,158",10,"34,011",10,0,0,0,0,13,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,3,"21,375",10,"75,407",10,0,0,0,0,148,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,4,"28,333",10,"81,969",10,0,0,0,0,161,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,5,"40,286",10,"106,195",10,0,0,0,0,139,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,6,"43,435",10,"108,998",10,0,0,0,0,88,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,7,"38,883",10,"95,917",10,0,0,0,0,60,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,8,"32,454",10,"82,820",10,0,0,0,0,74,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,9,"28,771",10,"74,886",10,0,0,0,0,31,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,10,0,10,0,10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,11,"18,187",10,"42,985",10,0,0,0,0,50,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,12,"31,107",10,"76,024",10,0,0,0,0,5,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2025,"315,951",120,837398,120,0,0,0,0,816,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,1,"30,342",0,"261,919",0,0,"7,061",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,2,"26,892",0,"242,916",0,0,"6,771",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,3,"44,670",0,"424,563",0,0,"12,227",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,4,"39,378",0,"491,730",0,0,"16,212",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,5,"37,144",0,"430,628",0,0,"13,782",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,6,"33,717",0,"369,041",0,0,"11,467",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,7,"28,051",0,"313,287",0,0,"9,861",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,8,"23,931",0,"296,407",0,0,"9,755",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,9,"18,010",0,"248,267",0,0,"8,503",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,10,"16,898",0,"332,914",0,0,"12,658",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,11,"20,859",0,"75,001",0,0,0,0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,12,"23,316",0,"190,212",0,0,"4,900",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2025,"343,208",0,3676885,0,0,"113,197",0,0,0,0,0
Redwood NP,REDW,National Park,Pacific West ,CA,2025,1,"48,394",902,"173,076",902,0,0,0,0,172,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,2,"41,615",902,"148,964",902,0,0,0,0,154,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,3,"54,640",902,"203,753",902,0,0,0,0,582,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,4,"66,958",902,"245,445",902,0,0,0,0,516,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,5,"119,782",902,"445,425",902,0,0,0,0,"1,218",0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,6,"222,029",902,"859,940",902,0,0,0,0,"3,732",0,121,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,7,"197,051",902,"791,094",902,0,0,0,0,"4,612",0,105,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,8,"166,985",902,"673,480",902,0,0,0,0,"3,996",0,145,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,9,"129,138",902,"471,053",902,0,0,0,0,826,0,61,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,10,"77,984",902,"277,718",902,0,0,0,0,182,0,40,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,11,"46,862",902,"167,026",902,0,0,0,0,140,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Redwood NP,REDW,National Park,Pacific West ,CA,2025,12,"31,042",902,"111,486",902,0,0,0,0,132,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2025,"1,202,480","10,824",4568460,"2,724",0,0,0,0,"16,262",0,472
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,1,"96,601",90,"585,384",90,0,0,315,0,46,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,"4,171,431","8,750",28072288,"26,250",0,0,"98,663","45,906","34,682",0,"10,980"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,2,"101,133",50,"613,086",50,0,0,336,0,57,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,"4,171,431","8,750",28072288,"26,250",0,0,"98,663","45,906","34,682",0,"10,980"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,3,"162,403",80,"987,504",80,0,0,735,0,83,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,"4,171,431","8,750",28072288,"26,250",0,0,"98,663","45,906","34,682",0,"10,980"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,4,"173,258",70,"1,061,452",70,0,0,"1,308",0,61,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,"4,171,431","8,750",28072288,"26,250",0,0,"98,663","45,906","34,682",0,"10,980"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,5,"319,336",490,"2,064,050",490,0,0,"4,970","2,366","1,011",0,905,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,"4,171,431","8,750",28072288,"26,250",0,0,"98,663","45,906","34,682",0,"10,980"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,6,"619,776","1,400","4,253,056","1,400",0,0,"16,308","7,981","6,050",0,"3,061",Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2025,"4,171,431","8,750",28072288,"26,250",0,0,"98,663","45,906","34,682",0,"10,980"
